production_budget,worldwide_gross,title_year,aspect_ratio,duration,cast_total_facebook_likes,budget,imdb_score
20000000,10570375,1999.0,1.37,98.0,4843,20000000.0,6.1
20000000,10555348,1989.0,2.35,106.0,24887,20000000.0,6.0
20000000,34600000,1996.0,1.85,101.0,1614,20000000.0,6.8
20000000,16907831,2007.0,2.35,111.0,3309,20000000.0,6.8
20000000,9208876,2009.0,2.35,99.0,23409,21000000.0,7.2
20000000,9355369,2004.0,2.35,88.0,1343,20000000.0,1.9
20000000,16723377,2013.0,1.85,110.0,3177,20000000.0,5.0
20000000,10393696,2005.0,1.85,83.0,1019,33000000.0,5.5
20000000,8135024,2007.0,1.85,91.0,2700,20000000.0,4.5
20000000,8692898,2014.0,1.85,148.0,707,20000000.0,6.7
20000000,8047525,2004.0,1.85,108.0,2730,20000000.0,6.3
20000000,18273009,2013.0,1.85,107.0,2848,20000000.0,5.6
20000000,8000000,1969.0,2.35,154.0,2172,20000000.0,7.0
20000000,28058652,2006.0,1.85,77.0,2185,20000000.0,2.8
20000000,7022183,2008.0,2.35,83.0,2907,12000000.0,4.3
20000000,6882696,2003.0,2.35,100.0,1267,22000000.0,6.2
20000000,6947084,2008.0,2.35,87.0,4218,20000000.0,5.3
20000000,7965983,2015.0,2.35,106.0,5705,20000000.0,7.4
20000000,6201757,1999.0,1.66,154.0,1690,10000000.0,7.4
20000000,8300821,2012.0,1.85,116.0,21200,20000000.0,7.2
20000000,6071433,2014.0,2.35,125.0,3979,20000000.0,7.0
20000000,14807531,2011.0,1.85,99.0,23755,15000000.0,6.5
20000000,7405084,2006.0,1.85,100.0,39507,8700000.0,7.1
20000000,12967829,2009.0,2.35,111.0,1573,20000000.0,6.4
20000000,8178569,2005.0,2.35,94.0,838,20000000.0,2.3
20000000,14603001,2004.0,1.85,100.0,2295,20000000.0,6.1
20000000,4453327,2008.0,2.35,114.0,3493,20000000.0,6.5
20000000,4504111,2008.0,2.35,119.0,64,20000000.0,7.0
20000000,12397613,2007.0,2.35,135.0,36398,20000000.0,7.0
20000000,25361206,2012.0,2.35,93.0,30134,20000000.0,4.9
20000000,5531756,2008.0,2.35,114.0,3014,20000000.0,6.9
20000000,4383538,2008.0,2.35,124.0,24732,21000000.0,7.5
20000000,8361736,2003.0,2.35,114.0,1776,20000000.0,6.9
20000000,2000000,1980.0,2.35,124.0,1462,20000000.0,4.5
20000000,5313608,2005.0,2.35,104.0,2129,2000000.0,7.4
20000000,1646664,2003.0,1.85,80.0,2467,20000000.0,2.8
20000000,5345869,2002.0,2.35,107.0,25088,20000000.0,7.5
20000000,6093725,2010.0,2.35,107.0,1577,20000000.0,5.1
20000000,1065907,2012.0,2.126976154236567,88.0,1978,20000000.0,6.7
20000000,8221700,2008.0,2.35,125.0,1003,40000000.0,7.1
20000000,2282710,2000.0,2.35,115.0,11433,24000000.0,6.4
20000000,873617,2010.0,1.85,101.0,39515,40455386.33009198,6.3
20000000,3407430,2015.0,2.35,122.0,22319,10000000.0,5.3
20000000,10468867,2004.0,1.85,103.0,991,2127519898.0,6.9
20000000,375474,2005.0,2.35,101.0,20354,20000000.0,6.2
20000000,305070,1994.0,2.35,107.0,1592,20000000.0,6.4
20000000,277943,2010.0,2.35,110.0,3785,20000000.0,5.4
20000000,47300771,2008.0,2.35,86.0,82,40455386.33009198,6.5
20000000,26146072,1998.0,2.35,118.0,182,140000000.0,6.0
20000000,5694213,2002.0,1.85,100.0,15612,22000000.0,5.5
20000000,14883495,2015.0,2.35,106.0,10982,40455386.33009198,5.7
20000000,23346219,2012.0,1.78,83.0,15680,20000000.0,5.8
20000000,22139590,2008.0,2.35,102.0,1113,25000000.0,6.2
20000000,5918742,2007.0,1.85,7.0,726,13000.0,5.2
20000000,774905,2015.0,2.35,96.0,17957,20000000.0,5.6
19700000,16498827,2008.0,1.85,184.0,1601,20000000.0,7.4
19400000,15118795,2006.0,2.35,125.0,2608,19400000.0,7.5
19200000,5617460,2013.0,2.35,105.0,16355,27220000.0,6.4
19100000,2406666,2011.0,2.35,109.0,35561,15000000.0,7.1
19000000,385524862,1985.0,1.18,116.0,3230,19000000.0,8.5
19000000,424200000,1990.0,2.35,236.0,2398,22000000.0,8.0
19000000,215448997,2011.0,1.85,97.0,5547,20000000.0,5.7
19000000,58571513,1989.0,1.85,113.0,15914,19000000.0,6.8
19000000,101564935,2003.0,1.85,95.0,2020,18000000.0,5.4
19000000,51733921,2009.0,1.85,113.0,1465,13000000.0,4.1
19000000,70164105,2004.0,1.85,95.0,3092,20000000.0,5.9
19000000,44414369,1980.0,1.37,146.0,2560,19000000.0,8.4
19000000,68467960,2001.0,1.33,91.0,3023,20000000.0,5.5
19000000,65090541,1999.0,1.37,93.0,2872,19000000.0,5.6
19000000,56445534,2010.0,2.35,101.0,2609,20000000.0,6.5
19000000,32618920,2010.0,2.35,100.0,4094,19000000.0,6.4
19000000,76086711,2013.0,2.35,131.0,1985,19000000.0,7.6
19000000,34352162,2002.130733382389,1.33,43.0,1462,40455386.33009198,6.6
19000000,15911332,2000.0,1.85,85.0,2429,19000000.0,3.6
19000000,8123860,2013.0,2.35,118.0,635,40455386.33009198,6.2
19000000,7576604,2011.0,2.35,97.0,5519,23000000.0,6.3
19000000,5714913,2012.0,2.35,121.0,3260,40455386.33009198,6.4
19000000,4750000,1964.0,2.2,172.0,1131,19000000.0,6.7
19000000,2119994,1993.0,1.85,92.0,2,19000000.0,5.7
19000000,1353824,1996.0,1.85,116.0,14579,19000000.0,6.3
18975000,47751015,2005.0,2.35,97.0,1876,15000000.0,6.2
18500000,109175673,2005.0,2.35,90.0,120797,19000000.0,6.0
18500000,22498520,2002.0,1.85,81.0,25489,19000000.0,7.7
18500000,32679264,2009.0,1.85,100.0,7252,18500000.0,6.4
18500000,13711903,1998.0,2.35,118.0,43105,18500000.0,7.7
18000000,270594534,2014.0,2.35,97.0,2771,18000000.0,6.4
18000000,351620129,1994.0,1.85,114.0,2085,18000000.0,6.9
18000000,151668774,1988.0,1.85,130.0,28018,18000000.0,7.3
18000000,141809235,2001.0,2.35,96.0,4380,18000000.0,6.2
18000000,130953026,2004.0,1.85,97.0,5032,17000000.0,7.0
18000000,87000000,1984.0,2.35,105.0,14762,17000000.0,6.6
18000000,144529078,2005.0,2.35,122.0,2759,20000000.0,6.7
18000000,92935067,1999.0,1.85,88.0,2604,17000000.0,5.7
18000000,65842412,2004.0,1.85,106.0,3956,18000000.0,5.7
18000000,92357499,2005.0,1.85,103.0,1615,17000000.0,6.3
18000000,77147031,2003.0,1.85,98.0,3151,18000000.0,7.1
18000000,91651017,2016.0,2.35,94.0,2259,18000000.0,6.1
18000000,67683989,1997.0,2.35,68.0,10557,17000000.0,7.0
18000000,73695194,2011.0,2.35,99.0,3567,21000000.0,6.6
18000000,51973029,1984.0,2.35,180.0,3076,18000000.0,8.3
18000000,57193655,2008.0,2.35,89.0,4867,20000000.0,3.9
18000000,47158652,2011.0,2.35,106.0,5024,18000000.0,7.1
18000000,57490024,2003.0,1.85,113.0,1310,18000000.0,6.7
18000000,103215094,2014.0,1.85,119.0,21668,18000000.0,7.8
18000000,41382841,1986.0,1.85,103.0,14672,18000000.0,6.3
18000000,41300105,2001.0,2.35,131.0,3261,19800000.0,7.3
18000000,102912961,2013.0,2.35,98.0,1353,18000000.0,7.3
18000000,77635035,2006.0,2.35,111.0,313,15000000.0,7.6
18000000,62646763,2003.0,1.85,94.0,4868,25000000.0,5.3
18000000,26936265,1996.0,1.85,81.0,2653,18000000.0,5.3
18000000,26400000,1984.0,2.35,103.0,2481,18000000.0,5.8
18000000,42167286,2015.0,2.35,107.0,10691,17000000.0,5.7
18000000,24911670,1970.0,2.35,122.0,2032,18000000.0,7.2
18000000,27148898,2009.0,2.35,86.0,727,18000000.0,5.8
18000000,23380203,1980.0,1.85,121.0,23008,18000000.0,8.3
18000000,36133014,2009.0,1.85,109.0,4947,18000000.0,5.6
18000000,80227619,2009.0,2.35,123.0,5734,18000000.0,5.0
18000000,19739000,1985.0,1.85,109.0,605,18000000.0,6.8
18000000,60217171,2010.0,1.85,94.0,11984,18000000.0,7.6
18000000,29934477,2000.0,1.85,94.0,23283,18000000.0,6.7
18000000,21361109,2000.0,2.35,115.0,1201,18000000.0,6.7
18000000,16959614,2004.0,1.85,91.0,18711,18000000.0,5.2
18000000,23889158,2001.0,2.35,125.0,21622,18000000.0,7.5
18000000,19685588,2009.0,1.85,90.0,16004,18000000.0,6.5
18000000,17360801,2014.0,2.35,94.0,1673,18000000.0,5.7
18000000,16382538,2009.0,1.85,102.0,4072,18000000.0,5.3
18000000,13747234,1981.0,2.35,107.0,1067,18000000.0,7.4
18000000,27491653,2001.0,2.35,109.0,14995,18000000.0,6.1
18000000,13400000,1981.0,2.35,98.0,927,18000000.0,5.0
18000000,14189810,2013.0,2.35,111.0,39307,18000000.0,6.9
18000000,11813989,2013.0,2.35,90.0,676,18000000.0,4.4
18000000,16011975,1997.0,1.85,112.0,1466,18000000.0,7.5
18000000,14488705,2004.0,1.85,104.0,847,18000000.0,7.1
18000000,7190505,1989.0,1.37,105.0,2368,18000000.0,5.5
18000000,6734844,2000.0,1.85,114.0,856,1500000.0,7.9
18000000,15696146,2009.0,2.35,112.0,1341,13000000.0,7.0
18000000,6000000,1981.0,2.35,108.0,1263,18000000.0,6.7
18000000,5828466,1994.0,1.85,127.0,56585,18000000.0,7.9
18000000,27794339,2008.0,2.35,114.0,46944,18000000.0,7.3
18000000,5675599,1982.0,1.85,99.0,1356,20000000.0,3.5
18000000,17026609,2009.0,1.85,117.0,1598,40455386.33009198,7.4
18000000,23910210,2013.0,2.35,116.0,39463,18000000.0,7.1
18000000,6841142,2016.0,2.35,112.0,5671,18000000.0,6.7
18000000,9082906,2013.0,2.35,93.0,1083,40455386.33009198,7.2
18000000,13203044,2003.0,2.35,108.0,14843,18000000.0,6.4
18000000,2483790,2002.130733382389,2.126976154236567,60.0,1906,40455386.33009198,6.7
18000000,676698,2002.0,1.85,103.0,4094,18000000.0,7.2
18000000,315000,2008.0,2.35,98.0,2215,18000000.0,5.1
18000000,627422,2009.0,2.35,114.0,198,18000000.0,5.5
18000000,6784,2016.0,2.126976154236567,92.0,3212,18000000.0,5.2
17900000,6905861,1985.0,2.35,89.0,1243,17900000.0,5.0
17700000,14518884,2012.0,2.35,114.0,25804,14000000.0,6.2
17500000,169955142,2007.0,1.85,119.0,17584,20000000.0,7.6
17500000,90508336,2009.0,1.85,103.0,3699,40455386.33009198,4.1
17500000,148586910,2008.0,1.85,98.0,816,23000000.0,6.2
17500000,109843390,2005.0,1.85,80.0,14385,17500000.0,6.5
17500000,99135571,2007.0,2.35,94.0,2124,24000000.0,6.3
17500000,36521223,2004.0,2.35,121.0,4142,17500000.0,8.1
17500000,20159316,2006.0,2.35,110.0,35345,17500000.0,6.3
17500000,7285135,2013.0,2.35,93.0,1373,17500000.0,4.4
17500000,325491,2002.0,1.85,116.0,245,17500000.0,6.0
17000000,207765056,2001.0,1.85,101.0,956,17000000.0,7.6
17000000,183316455,1986.0,1.85,154.0,4228,18500000.0,8.4
17000000,136890774,2014.0,1.85,104.0,3627,17000000.0,6.5
17000000,125250091,1997.0,2.35,99.0,50284,17000000.0,5.6
17000000,72045477,1964.0,2.2,170.0,1164,17000000.0,7.9
17000000,109793192,2004.0,1.85,126.0,2170,12000000.0,7.5
17000000,72835710,2013.0,2.35,123.0,5306,17000000.0,6.7
17000000,116044347,2012.0,1.85,112.0,12676,17000000.0,7.2
17000000,97778356,2013.0,2.35,96.0,673,17000000.0,6.5
17000000,45707924,2015.0,2.35,129.0,952,17000000.0,7.4
17000000,70355813,2006.0,2.35,108.0,4500,15000000.0,6.4
17000000,95092667,2002.0,1.85,96.0,3294,17000000.0,5.6
17000000,57263440,2006.0,2.35,109.0,19410,17000000.0,6.7
17000000,30331165,1998.0,1.85,82.0,9271,17000000.0,6.2
17000000,38028230,2011.0,2.35,86.0,17396,17000000.0,5.6
17000000,24719879,2010.0,2.35,99.0,4797,40455386.33009198,4.9
17000000,23734486,2003.0,2.35,98.0,2713,17000000.0,5.6
17000000,21170563,2006.0,2.35,105.0,1538,40455386.33009198,6.0
17000000,19693891,2001.0,1.85,108.0,3344,34000000.0,4.9
17000000,16316273,1998.0,1.85,121.0,2365,17000000.0,7.5
17000000,15680099,2006.0,1.33,89.0,2135,4000000.0,3.1
17000000,11634458,1999.0,1.85,73.0,2020,17000000.0,5.8
17000000,11227824,1987.0,2.35,134.0,3007,17000000.0,3.6
17000000,10000000,1963.0,2.2,154.0,1567,9000000.0,6.8
17000000,20465206,2009.0,1.85,98.0,2016,17000000.0,5.9
17000000,16510971,2006.0,1.85,107.0,5992,19000000.0,5.5
17000000,8607815,2007.0,1.85,94.0,760,40455386.33009198,3.3
17000000,9729088,2006.0,2.35,122.0,27381,17000000.0,7.4
17000000,10637281,2012.0,2.35,83.0,730,17000000.0,4.1
17000000,2694071,2004.0,2.35,128.0,1727,40455386.33009198,6.7
17000000,2315000,1986.0,1.85,97.0,805,17000000.0,3.0
17000000,2110050,1981.0,2.35,102.0,1262,17000000.0,6.4
17000000,364607,2006.0,2.35,160.0,2340,17000000.0,5.5
17000000,766112,2014.0,2.126976154236567,120.0,14492,17000000.0,6.6
16800000,7155967,2016.0,2.35,111.0,824,18500000.0,5.4
16800000,2281089,2006.0,1.85,122.0,25173,16800000.0,6.5
16500000,58011485,1991.0,1.85,102.0,5433,16500000.0,6.8
16500000,43848100,1987.0,1.85,126.0,1607,15000000.0,7.4
16500000,134993774,1995.0,1.85,136.0,41059,16500000.0,7.7
16500000,39380876,2007.0,2.35,120.0,12554,16500000.0,7.1
16500000,16157923,2003.0,1.85,126.0,2282,15000000.0,7.6
16500000,13636339,2007.0,2.35,108.0,2785,16500000.0,6.3
16400000,239500000,1989.0,1.85,128.0,51609,16400000.0,8.0
16000000,246400000,1994.0,1.85,113.0,2985,16000000.0,7.3
16000000,92831115,1989.0,1.85,89.0,485,16000000.0,7.6
16000000,119739110,2000.0,1.85,94.0,3889,15600000.0,6.5
16000000,53977250,1982.0,1.85,129.0,2330,16000000.0,7.8
16000000,54294169,1999.0,1.85,106.0,23369,16000000.0,6.4
16000000,68582095,2012.0,1.85,94.0,27911,16000000.0,7.8
16000000,128256712,2011.0,1.33,100.0,4606,15000000.0,8.0
16000000,78208812,2009.0,2.35,89.0,12183,16000000.0,4.8
16000000,78208812,2009.0,2.35,89.0,12183,16000000.0,4.8
16000000,40363530,2002.0,1.85,80.0,3058,16000000.0,3.3
16000000,50517763,2006.0,1.85,83.0,26402,16000000.0,5.9
16000000,52545707,2011.0,2.35,91.0,5349,16000000.0,4.8
16000000,43057552,2001.0,1.85,94.0,4194,35000000.0,5.4
16000000,29090445,1991.0,1.85,110.0,874,15000000.0,5.5
16000000,28734552,2001.0,1.85,130.0,3107,16000000.0,6.4
16000000,30987695,2001.0,1.85,91.0,2543,17700000.0,5.9
16000000,50103808,2008.0,1.85,114.0,3485,16500000.0,4.9
16000000,81742618,2007.0,2.35,121.0,485,8000000.0,7.9
16000000,104504817,2008.0,1.85,96.0,19894,15500000.0,7.2
16000000,56506120,2010.0,1.85,113.0,22088,16000000.0,7.2
16000000,21657770,2002.0,1.85,109.0,2572,16000000.0,7.2
16000000,31943401,2009.0,1.85,107.0,24805,16000000.0,5.1
16000000,15980376,2000.0,1.85,96.0,11078,16000000.0,5.6
16000000,14792779,1987.0,1.85,88.0,1653,16000000.0,7.6
16000000,14108518,2003.0,1.85,101.0,1882,16000000.0,5.7
16000000,14553807,2004.0,1.85,92.0,3935,16000000.0,4.4
16000000,13854000,1988.0,1.85,105.0,14677,20000000.0,5.2
16000000,11810854,1999.0,2.35,100.0,2389,16000000.0,7.0
16000000,11540112,2004.0,1.85,97.0,3835,40455386.33009198,3.6
16000000,12900000,1986.0,1.85,110.0,1852,16000000.0,7.2
16000000,14839383,2002.0,1.85,112.0,12766,16000000.0,6.6
16000000,4734235,2000.0,1.85,112.0,1227,15000000.0,6.0
16000000,4217115,1999.0,2.35,95.0,2518,15000000.0,6.8
16000000,8120148,2007.0,2.35,118.0,1889,16000000.0,7.2
16000000,3442853,2014.0,2.35,122.0,2896,16000000.0,6.6
16000000,7585011,2013.0,2.35,120.0,11019,16000000.0,6.6
16000000,1686429,1997.0,1.85,97.0,3100,16000000.0,2.8
16000000,2814566,2005.0,1.66,135.0,2096,16000000.0,6.7
16000000,1467278,2009.0,2.35,161.0,943,13000000.0,7.3
16000000,31631,2008.0,2.35,92.0,11091,15000000.0,6.2
16000000,47707417,2009.0,1.85,93.0,4453,16000000.0,8.1
16000000,1844228,2013.0,2.35,110.0,5273,16000000.0,6.7
15600000,13771817,2002.0,1.85,91.0,3104,15600000.0,4.5
15500000,1693000,2002.0,1.66,115.0,699,40455386.33009198,6.6
15500000,1237615,2005.0,1.85,93.0,4329,15500000.0,5.9
15500000,517262,2001.0,2.35,94.0,3583,40455386.33009198,6.5
15500000,318623,2008.0,2.35,102.0,30978,15500000.0,6.8
15300000,7000000,2001.0,2.35,94.0,303,15300000.0,6.6
15250000,12930343,2006.0,1.85,95.0,1120,15500000.0,6.5
15000000,476684675,1990.0,1.85,103.0,7521,18000000.0,7.5
15000000,316300000,1984.0,1.85,105.0,3464,14000000.0,7.3
15000000,356800601,1986.0,1.33,110.0,13069,15000000.0,6.9
15000000,177200000,1982.0,2.35,116.0,14701,22000000.0,7.4
15000000,167780960,1987.0,1.85,102.0,21499,11000000.0,5.9
15000000,430821168,2010.0,1.85,118.0,15732,15000000.0,8.0
15000000,356258047,1999.0,2.35,122.0,19078,15000000.0,8.4
15000000,213514672,2000.0,2.35,120.0,129,15000000.0,7.9
15000000,216600000,1988.0,1.85,107.0,2151,15000000.0,6.0
15000000,173046663,1996.0,2.35,103.0,1212,15000000.0,7.2
15000000,93589701,1985.0,1.85,154.0,2592,15000000.0,7.8
15000000,227773686,2014.0,2.35,114.0,20295,14000000.0,8.1
15000000,73326666,1988.0,1.85,92.0,1953,15000000.0,7.5
15000000,148095566,2013.0,1.85,100.0,1949,20000000.0,6.2
15000000,69847348,1980.0,1.85,109.0,2419,10000000.0,6.1
15000000,67182787,1980.0,1.85,124.0,2667,40455386.33009198,7.5
15000000,76954311,2010.0,1.85,94.0,20154,15000000.0,6.2
15000000,128885873,2006.0,1.85,94.0,486,9800000.0,7.3
15000000,55934178,2007.0,1.85,113.0,6510,15000000.0,5.6
15000000,128955898,2012.0,2.35,95.0,11946,17000000.0,6.4
15000000,50003303,1994.0,1.85,115.0,29370,15000000.0,7.3
15000000,50000000,1978.0,2.35,183.0,34025,15000000.0,8.2
15000000,67215435,2006.0,2.35,87.0,2452,15000000.0,5.0
15000000,52461017,2002.0,1.85,88.0,3707,15000000.0,5.4
15000000,52461017,2002.0,1.85,88.0,3707,15000000.0,5.4
15000000,63706632,1997.0,1.85,120.0,40117,10000000.0,6.9
15000000,55534455,2003.0,2.35,94.0,3423,17000000.0,5.3
15000000,61788393,2015.0,2.35,98.0,4567,15000000.0,6.2
15000000,57586606,2012.0,1.85,109.0,27788,7000000.0,7.7
15000000,40283321,1998.0,1.85,104.0,12170,15000000.0,6.4
15000000,39100956,1993.0,1.85,118.0,114,40455386.33009198,7.2
15000000,62401343,2001.0,1.85,99.0,15369,16000000.0,5.7
15000000,52501541,2014.0,2.35,115.0,4896,15000000.0,7.1
15000000,69995385,1962.0,2.2,227.0,1076,15000000.0,8.4
15000000,122147772,2014.0,2.35,123.0,14100,15000000.0,7.7
15000000,78054825,2011.0,2.35,100.0,34337,15000000.0,7.8
15000000,35007180,2000.0,1.85,106.0,26652,15000000.0,5.6
15000000,34499204,2003.0,2.35,86.0,4435,16000000.0,5.1
15000000,40127259,2009.0,1.85,99.0,16461,15000000.0,4.8
15000000,40862054,2000.0,1.85,120.0,22383,15000000.0,6.8
15000000,33508485,2005.0,1.85,106.0,3462,14000000.0,6.4
15000000,30857000,1987.0,1.85,98.0,20060,16000000.0,8.1
15000000,37659652,2002.0,2.35,94.0,5440,15000000.0,4.1
15000000,30261293,2007.0,2.35,126.0,22745,15000000.0,7.6
15000000,30138912,2014.0,1.85,115.0,525,15000000.0,6.7
15000000,33118854,2004.0,1.85,89.0,2167,15000000.0,4.6
15000000,29145924,1998.0,1.85,111.0,1450,15000000.0,6.0
15000000,64232714,2007.0,1.85,100.0,11471,15000000.0,7.0
15000000,31070412,1997.0,1.85,107.0,2044,15000000.0,7.4
15000000,27709625,2000.0,1.85,124.0,5135,15000000.0,7.2
15000000,47721314,2000.0,1.85,90.0,608,15000000.0,4.0
15000000,43111725,1997.0,2.35,155.0,3677,15000000.0,7.9
15000000,27469621,2010.0,2.35,103.0,1002,15000000.0,6.7
15000000,34820335,2014.0,2.35,108.0,3033,15000000.0,6.3
15000000,55669466,1996.0,1.85,101.0,1812,15000000.0,6.2
15000000,87989926,2005.0,1.85,119.0,20391,15000000.0,7.7
15000000,63954968,1993.0,2.35,134.0,12749,11500000.0,7.9
15000000,52189039,1993.0,1.85,94.0,2210,15000000.0,5.5
15000000,38574362,2000.0,2.35,97.0,2682,14000000.0,4.1
15000000,47011449,2012.0,2.35,140.0,34413,15000000.0,7.3
15000000,21896367,2006.0,2.35,95.0,3845,15000000.0,6.2
15000000,37466538,2007.0,2.35,89.0,2559,15000000.0,5.1
15000000,20609977,2016.0,2.35,100.0,2958,15000000.0,6.4
15000000,20601987,2010.0,2.35,117.0,4204,15000000.0,6.3
15000000,19344615,2002.0,2.35,90.0,2661,15000000.0,6.7
15000000,17507368,1998.0,1.85,84.0,4660,15000000.0,5.5
15000000,46189568,1998.0,1.85,117.0,47728,15000000.0,8.2
15000000,36068890,2014.0,2.35,122.0,22574,15000000.0,6.8
15000000,49894223,2008.0,1.85,131.0,11114,15000000.0,7.6
15000000,18260865,1999.0,2.35,109.0,1069,15000000.0,4.9
15000000,22018988,2012.0,2.35,107.0,2377,15000000.0,5.4
15000000,39238443,2012.0,2.35,97.0,14025,15000000.0,6.2
15000000,14249005,2001.0,1.85,87.0,2689,15000000.0,4.5
15000000,59168692,2011.0,2.35,107.0,17627,15000000.0,7.0
15000000,18524496,2004.0,2.35,125.0,729,20000000.0,6.6
15000000,18856151,2009.0,2.35,111.0,2633,15000000.0,6.9
15000000,13248444,2008.0,1.85,85.0,568,15000000.0,5.7
15000000,26170402,2007.0,1.78,85.0,646,40455386.33009198,8.4
15000000,12801190,2000.0,2.35,101.0,2764,15000000.0,4.6
15000000,12669914,2006.0,2.35,121.0,3633,15000000.0,6.2
15000000,12212417,2003.0,2.35,97.0,1172,15000000.0,6.7
15000000,12419700,2001.0,2.35,92.0,15644,40455386.33009198,6.1
15000000,11156471,1998.0,1.85,76.0,1139,15000000.0,2.8
15000000,10763469,1989.0,1.85,124.0,12685,15000000.0,6.4
15000000,10845127,2000.0,1.85,96.0,3142,15000000.0,5.1
15000000,14811980,2004.0,2.35,103.0,4676,15000000.0,5.9
15000000,9929135,1985.0,1.85,142.0,29475,15000000.0,8.0
15000000,10951153,2006.0,2.35,116.0,5012,15000000.0,7.0
15000000,12262065,2002.0,2.35,118.0,1873,15000000.0,6.6
15000000,9307166,2013.0,2.35,95.0,3322,15000000.0,5.3
15000000,19153568,2007.0,2.35,108.0,12178,16000000.0,6.7
15000000,8735529,2000.0,1.85,94.0,13524,15000000.0,5.5
15000000,14933713,2002.0,1.85,97.0,3161,20000000.0,4.9
15000000,8378141,2002.0,2.35,97.0,16502,15000000.0,6.9
15000000,8224998,2006.0,1.85,91.0,10732,15000000.0,5.6
15000000,34533783,2008.0,2.35,107.0,173,15000000.0,8.0
15000000,9300336,2012.0,1.85,106.0,14544,15000000.0,6.6
15000000,11919578,2001.0,1.85,147.0,8484,15000000.0,8.0
15000000,8767338,2008.0,1.85,102.0,33153,15000000.0,6.2
15000000,6561243,2009.0,1.85,88.0,25637,15000000.0,5.3
15000000,35106706,2009.0,1.85,92.0,2717,15000000.0,7.2
15000000,5217498,2000.0,1.85,105.0,2312,15000000.0,4.6
15000000,4956401,1999.0,1.85,120.0,51657,15000000.0,6.5
15000000,16829464,2005.0,2.35,103.0,23932,15000000.0,7.6
15000000,4023741,1999.0,1.85,92.0,3654,20000000.0,6.2
15000000,6551310,2007.0,2.35,98.0,1675,40455386.33009198,5.5
15000000,34247816,2010.0,1.85,98.0,19310,22000000.0,6.3
15000000,11173718,2010.0,2.35,103.0,12867,15000000.0,7.2
15000000,6379575,2008.0,2.35,111.0,1252,15000000.0,6.7
15000000,1954202,1999.0,2.35,111.0,4834,15000000.0,6.3
15000000,1953732,1986.0,2.35,98.0,1351,15000000.0,5.3
15000000,8200127,2007.0,1.85,111.0,6748,15000000.0,6.5
15000000,1970268,1999.0,2.35,116.0,5426,40455386.33009198,7.0
15000000,1405032,1927.0,1.33,145.0,203,6000000.0,8.3
15000000,529766,1995.0,1.85,115.0,14889,7000000.0,6.8
15000000,5953886,2003.0,1.85,99.0,48,40455386.33009198,8.0
15000000,353743,2001.0,2.35,98.0,3578,15000000.0,6.9
15000000,7885048,2010.0,2.35,97.0,15293,40455386.33009198,6.4
15000000,7583050,2008.0,2.35,110.0,134,300000000.0,6.2
15000000,76382,1996.0,2.35,88.0,1432,9000000.0,5.6
15000000,1590246,2008.0,2.35,103.0,18639,15000000.0,6.1
15000000,61847,2011.0,2.126976154236567,104.0,801,15000000.0,6.0
15000000,1148578,2011.0,2.35,90.0,32814,15000000.0,5.1
15000000,22723,2001.0,2.35,105.0,1732,25000000.0,4.5
15000000,22441,2007.0,1.85,93.0,1245,15000000.0,5.9
15000000,20898221,2013.0,2.126976154236567,85.0,29488,20000000.0,5.8
15000000,3439835,2015.0,2.126976154236567,98.0,192,15000000.0,5.7
15000000,909822,2005.0,1.78,105.0,363,15000000.0,4.9
15000000,29050,2014.0,2.35,109.0,2829,7000000.0,6.1
15000000,3471,2015.0,2.35,101.0,2055,15000000.0,5.7
14600000,70906973,1993.0,1.85,101.0,15500,14600000.0,8.1
14500000,117813057,2015.0,2.35,115.0,38963,14800000.0,5.7
14500000,565801,2014.0,2.126976154236567,94.0,994,14500000.0,6.2
14400000,159157447,1992.0,2.35,131.0,28544,14400000.0,8.3
14200000,543306,2005.0,2.35,139.0,4211,14200000.0,7.4
14000000,432645872,1990.0,1.85,125.0,11135,14000000.0,6.9
14000000,320100000,1987.0,1.85,119.0,1639,14000000.0,6.9
14000000,384519665,2008.0,2.35,120.0,820,15000000.0,8.0
14000000,139700000,2002.130733382389,1.33,65.0,1125,40455386.33009198,9.5
14000000,70001698,1989.0,2.35,145.0,12098,14000000.0,7.2
14000000,155056263,1993.0,1.85,98.0,2496,15000000.0,6.9
14000000,75525718,2007.0,2.35,109.0,3544,14000000.0,5.2
14000000,102836002,2009.0,1.85,101.0,14159,15000000.0,5.5
14000000,125212904,1982.0,2.35,93.0,15192,14000000.0,7.7
14000000,125212904,1982.0,2.35,93.0,15192,14000000.0,7.7
14000000,185400000,1977.0,2.35,123.0,1326,14000000.0,7.1
14000000,72571864,1998.0,2.35,99.0,3500,14000000.0,5.5
14000000,34729091,1991.0,1.85,107.0,552,14000000.0,6.7
14000000,30628981,1999.0,1.85,81.0,10792,14000000.0,5.0
14000000,115592104,2011.0,2.35,105.0,12894,13000000.0,6.4
14000000,27450453,1993.0,1.85,109.0,1620,14000000.0,5.9
14000000,25608779,2002.0,1.85,82.0,49,14000000.0,6.6
14000000,25873145,2002.0,2.35,95.0,1421,14000000.0,5.7
14000000,25011000,1977.0,1.85,118.0,2704,14000000.0,3.7
14000000,21410546,2010.0,2.35,103.0,3299,14000000.0,4.9
14000000,19637147,1995.0,1.85,100.0,2348,20000000.0,4.5
