movie_title,production_budget,budget,imdb_score,opening_gross,screens,duration,title_year,cast_total_facebook_likes,aspect_ratio,worldwide_gross
Friends with Benefits ,35000000,35000000.0,6.6,18622150.0,2926.0,109.0,2011.0,20956,2.35,146595891
Neighbors 2: Sorority Rising ,35000000,35000000.0,6.0,21760405.0,3384.0,92.0,2016.0,17860,2.35,104444374
TMNT ,35000000,34000000.0,6.3,24255205.0,2239.67397260274,87.0,2007.0,16571,2.35,96096018
Radio ,35000000,35000000.0,6.9,13303724.0,3074.0,109.0,2003.0,4231,1.85,53293628
Old Dogs ,35000000,35000000.0,5.4,16894511.0,3425.0,88.0,2009.0,53370,1.85,95104304
Underworld: Rise of the Lycans ,35000000,35000000.0,6.6,20828511.0,2942.0,92.0,2009.0,2184,2.35,89102315
Must Love Dogs ,35000000,30000000.0,5.9,12855321.0,2505.0,98.0,2005.0,4879,2.35,58894863
License to Wed ,35000000,35000000.0,5.3,10422258.0,2604.0,91.0,2007.0,52566,2.35,70187088
Donnie Brasco ,35000000,35000000.0,7.8,11660216.0,1503.0,147.0,1997.0,56014,2.35,65303052
Max Payne ,35000000,35000000.0,5.4,17639849.0,3376.0,103.0,2008.0,16249,2.35,85761789
Resident Evil ,35000000,33000000.0,6.7,17707106.0,2528.0,100.0,2002.0,17902,1.85,103787401
The Ladykillers ,35000000,35000000.0,6.2,12634563.0,1583.0,104.0,2004.0,41701,1.85,77392139
Something Borrowed ,35000000,35000000.0,5.9,13945368.0,2904.0,112.0,2011.0,2371,1.85,65084116
The Nativity Story ,35000000,30000000.0,6.8,7849304.0,3083.0,101.0,2006.0,966,2.35,46309644
In Time ,35000000,40000000.0,6.7,12050368.0,3122.0,109.0,2011.0,34011,2.35,165103952
The Back-up Plan ,35000000,35000000.0,5.3,12201710.0,3280.0,104.0,2010.0,3356,2.35,75281179
J. Edgar ,35000000,35000000.0,6.6,11217324.0,1910.0,137.0,2011.0,36258,2.35,84606030
Hot Pursuit ,35000000,35000000.0,5.1,13942258.0,3003.0,87.0,2015.0,1679,2.35,45680201
Concussion ,35000000,35000000.0,7.1,10513749.0,2841.0,123.0,2015.0,13371,2.35,50359876
Closer ,35000000,27000000.0,7.3,7707972.0,476.0,98.0,2004.0,28027,1.85,115476509
Black Knight ,35000000,50000000.0,4.8,11102948.0,2571.0,95.0,2001.0,2643,2.35,33422806
The Pianist ,35000000,35000000.0,8.5,2456117.0,773.0,150.0,2002.0,1075,1.85,111854182
From Hell ,35000000,35000000.0,6.8,11014818.0,2305.0,122.0,2001.0,41636,2.35,68712365
Mirrors ,35000000,35000000.0,6.2,11161074.0,2664.0,112.0,2008.0,3185,2.35,77220596
Queen of the Damned ,35000000,35000000.0,5.2,14757535.0,2511.0,101.0,2002.0,3001,2.35,30307804
Nanny McPhee Returns ,35000000,35000000.0,6.1,8407685.0,2784.0,109.0,2010.0,855,2.35,97799865
Untraceable ,35000000,35000000.0,6.2,11354069.0,2316.0,101.0,2008.0,3612,2.35,52649951
Abduction ,35000000,35000000.0,5.0,10925253.0,3118.0,106.0,2011.0,561,2.35,86648359
Superhero Movie ,35000000,35000000.0,4.5,9510297.0,2960.0,82.0,2008.0,3266,1.85,73026302
Blast from the Past ,35000000,35000000.0,6.6,9160263.0,2542.0,112.0,1999.0,5709,2.35,26613620
Alex Cross ,35000000,35000000.0,5.1,11396768.0,2339.0,101.0,2012.0,2471,2.35,35426759
Jersey Girl ,35000000,35000000.0,6.2,8319171.0,1520.0,102.0,2004.0,3592,2.35,37066129
Midnight in the Garden of Good and Evil ,35000000,30000000.0,6.6,5233658.0,824.0,155.0,1997.0,19689,1.85,25078937
Ella Enchanted ,35000000,35000000.0,6.3,6169030.0,1931.0,96.0,2004.0,17292,1.85,22913677
Premium Rush ,35000000,35000000.0,6.5,6300000.0,2255.0,91.0,2012.0,24669,2.35,31393201
Broken City ,35000000,35000000.0,6.2,8268908.0,2620.0,109.0,2013.0,2073,2.35,34480045
Valiant ,35000000,35000000.0,5.6,5914722.0,2014.0,76.0,2005.0,1908,1.85,64188387
Wonder Boys ,35000000,55000000.0,7.4,87505.0,15.0,107.0,2000.0,22974,2.35,33422485
Walk Hard: The Dewey Cox Story ,35000000,35000000.0,6.7,6257174.0,2650.0,120.0,2007.0,1082,2.35,20606053
The Four Feathers ,35000000,35000000.0,6.5,6857879.0,1912.0,125.0,2002.0,3142,2.35,29882645
Furry Vengeance ,35000000,35000000.0,3.8,6627564.0,2997.0,92.0,2010.0,6327,1.85,39340177
Lions for Lambs ,35000000,35000000.0,6.2,6702434.0,2239.67397260274,92.0,2007.0,32875,2.35,63211088
The Tree of Life ,35000000,32000000.0,6.7,493788.0,4.0,139.0,2011.0,13021,1.85,61721826
American Outlaws ,35000000,35000000.0,6.0,4855475.0,2348.0,94.0,2001.0,1668,1.85,13264986
Zoom ,35000000,35000000.0,4.2,4510408.0,2239.67397260274,83.0,2006.0,5022,1.85,12506188
The Shipping News ,35000000,35000000.0,6.8,318502.0,186.0,111.0,2001.0,19805,2.35,24405825
The Young Victoria ,35000000,35000000.0,7.3,160069.0,20.0,100.0,2009.0,5890,2.35,31878891
Sabotage ,35000000,35000000.0,5.7,5272444.0,2486.0,109.0,2014.0,1458,1.85,18376443
Knock Off ,35000000,35000000.0,4.8,5516000.0,1800.0,91.0,1998.0,1352,2.35,10319915
Whiteout ,35000000,35000000.0,5.5,4915104.0,2745.0,101.0,2009.0,1947,2.35,12254746
Unfinished Business ,35000000,35000000.0,5.4,4772613.0,2777.0,91.0,2015.0,1564,2.35,12819501
The Fountain ,35000000,35000000.0,7.3,3768702.0,1472.0,96.0,2006.0,24640,1.85,15461638
The Walk ,35000000,35000000.0,7.4,1560299.0,448.0,123.0,2015.0,23031,2.35,61173364
Mandela: Long Walk to Freedom ,35000000,35000000.0,7.1,84283.0,4.0,141.0,2013.0,301,2.35,27480015
Punisher: War Zone ,35000000,35000000.0,6.0,4271451.0,2508.0,103.0,2008.0,6563,2.35,10157534
A Good Year ,35000000,35000000.0,6.9,3721526.0,2066.0,117.0,2006.0,3611,2.35,42064105
Femme Fatale ,35000000,35000000.0,6.3,2776248.0,1066.0,114.0,2002.0,1005,1.85,16830252
Warriors of Virtue ,35000000,35000000.0,4.6,3277084.0,2101.0,101.0,1997.0,1993,2.35,6448817
Smilla's Sense of Snow ,35000000,35000000.0,6.4,107108.0,8.0,121.0,1997.0,3125,2.35,2221994
Playing for Keeps ,35000000,35000000.0,5.7,5750288.0,2837.0,105.0,2012.0,23122,2.35,2000000
Ride with the Devil ,35000000,35000000.0,6.8,64159.0,8.0,148.0,1999.0,5,2.35,630779
Stolen ,35000000,35000000.0,5.5,183125.0,141.0,96.0,2012.0,14978,2.35,17967746
The Darkest Hour ,34800000,30000000.0,4.9,3000000.0,2324.0,89.0,2011.0,843,2.35,62831715
The Maze Runner ,34000000,34000000.0,6.8,32512804.0,3604.0,113.0,2014.0,1783,2.35,348319861
The Longest Ride ,34000000,34000000.0,7.1,13019686.0,3366.0,128.0,2015.0,3386,2.35,63802928
Chill Factor ,34000000,34000000.0,5.2,5810531.0,2558.0,102.0,1999.0,1274,2.35,11263966
The Astronaut's Wife ,34000000,34000000.0,5.3,4027003.0,2209.0,109.0,1999.0,52621,1.85,10672566
I Dreamed of Africa ,34000000,34000000.0,5.6,2411445.0,2112.0,114.0,2000.0,1778,2.35,6543194
Thunder and the House of Magic ,34000000,34000000.0,6.3,4091.0,10.0,85.0,2013.0,369,2.35,10392666
Big Momma's House ,33000000,30000000.0,5.1,25661041.0,2802.0,99.0,2000.0,1790,1.85,173559438
Exit Wounds ,33000000,33000000.0,5.5,18485586.0,2830.0,101.0,2001.0,5942,2.35,79958599
Step Up Revolution ,33000000,33000000.0,6.5,11731708.0,2567.0,99.0,2012.0,4863,2.35,165552290
The Punisher ,33000000,33000000.0,6.5,13834527.0,2649.0,140.0,2004.0,2114,2.35,54533774
Safe ,33000000,30000000.0,6.5,7892539.0,2266.0,94.0,2012.0,27759,2.35,41495213
Doomsday ,33000000,30000000.0,6.0,4926565.0,1936.0,113.0,2008.0,391,2.35,21621188
Pushing Tin ,33000000,38000000.0,6.0,3555032.0,1283.0,124.0,1999.0,13093,2.35,8408835
Goal! The Dream Begins ,33000000,10000000.0,6.8,1921838.0,1007.0,118.0,2005.0,2859,2.35,27610873
The Young and Prodigious T.S. Spivet ,33000000,33000000.0,7.1,33658.0,100.0,105.0,2013.0,1843,2.35,357687
The Reader ,32500000,32000000.0,7.6,2380376.0,1.0,124.0,2008.0,14504,1.85,113019290
The Big Wedding ,32500000,35000000.0,5.6,7591663.0,2633.0,89.0,2013.0,74181,2.35,48425971
Wanderlust ,32500000,37123391.33528162,5.6,6526650.0,2002.0,98.0,2012.0,4151,1.85,24159934
Elf ,32000000,33000000.0,6.9,31113501.0,3337.0,97.0,2003.0,43354,1.85,220236410
Phenomenon ,32000000,32000000.0,6.4,16200000.0,1637.0,123.0,1996.0,5975,2.35,152036382
This Is the End ,32000000,32000000.0,6.7,20719162.0,3055.0,107.0,2013.0,38751,2.35,126539117
Snow Dogs ,32000000,35000000.0,5.1,23708174.0,2302.0,99.0,2002.0,2916,1.85,116898028
Nacho Libre ,32000000,32000000.0,5.7,28309599.0,3070.0,92.0,2006.0,1729,1.85,99296462
Takers ,32000000,20000000.0,6.2,20512304.0,2206.0,107.0,2010.0,31529,2.35,70587268
Source Code ,32000000,32000000.0,7.5,14812094.0,2961.0,93.0,2011.0,16034,1.85,140428499
Stigmata ,32000000,29000000.0,6.2,18309666.0,2899.0,103.0,1999.0,3004,2.35,89441732
Men of Honor ,32000000,32000000.0,7.2,13339465.0,2092.0,129.0,2000.0,36069,2.35,82339483
"Big Mommas: Like Father, Like Son ",32000000,32000000.0,4.4,19000000.0,2821.0,113.0,2011.0,3500,2.35,82332450
The Number 23 ,32000000,32000000.0,6.4,14602867.0,2759.0,98.0,2007.0,10938,2.35,77593167
Dreamer: Inspired by a True Story ,32000000,32000000.0,6.9,9178233.0,2007.0,98.0,2005.0,1400,2.35,39498360
A History of Violence ,32000000,32000000.0,7.5,515992.0,14.0,96.0,2005.0,12754,1.85,61477797
The Incredible Burt Wonderstone ,32000000,30000000.0,5.9,10177257.0,3160.0,100.0,2013.0,32094,2.35,27392609
Laws of Attraction ,32000000,28000000.0,5.9,6728905.0,2449.0,90.0,2004.0,961,2.35,29948322
Going the Distance ,32000000,32000000.0,6.3,8508290.0,3030.0,102.0,2010.0,2961,2.35,43603990
Bringing Out the Dead ,32000000,55000000.0,6.8,6193052.0,1936.0,121.0,1999.0,13040,2.35,16640210
Repo Men ,32000000,32000000.0,6.3,6126170.0,2521.0,119.0,2010.0,2925,2.35,18195238
Bogus ,32000000,30000000.0,5.3,1895593.0,1134.0,110.0,1996.0,3864,1.85,4357406
Cats Don't Dance ,32000000,32000000.0,6.9,1212189.0,1252.0,75.0,1997.0,7394,1.33,3588602
Cradle Will Rock ,32000000,32000000.0,6.9,93998.0,8.0,132.0,1999.0,16878,2.35,2899970
The Good German ,32000000,32000000.0,6.1,76817.0,5.0,105.0,2006.0,2355,1.66,1308696
Criminal ,31500000,31500000.0,6.3,5767278.0,2683.0,113.0,2016.0,10910,2.35,35643433
Flight ,31000000,31000000.0,7.3,24900566.0,1884.0,138.0,2012.0,20952,2.35,160558438
The Grand Budapest Hotel ,31000000,25000000.0,8.1,811166.0,4.0,99.0,2014.0,15082,1.37,164350409
Vacation ,31000000,31000000.0,6.1,14681108.0,3411.0,99.0,2015.0,40312,2.35,100655892
Frequency ,31000000,31000000.0,7.3,9025584.0,2621.0,118.0,2000.0,4045,2.35,68079671
Hearts in Atlantis ,31000000,31000000.0,6.9,9021494.0,1751.0,101.0,2001.0,13811,2.35,30885781
Extraordinary Measures ,31000000,31000000.0,6.5,6012594.0,2545.0,106.0,2010.0,17560,1.85,15826984
Chicago ,30000000,45000000.0,7.2,2074929.0,77.0,113.0,2002.0,813,1.85,306776732
Big Daddy ,30000000,34200000.0,6.4,41536370.0,3027.0,93.0,1999.0,26760,1.85,228641283
American Pie 2 ,30000000,30000000.0,6.4,45117985.0,3063.0,108.0,2001.0,7872,1.85,286500000
The Vow ,30000000,30000000.0,6.8,41202458.0,2958.0,104.0,2012.0,18322,2.35,197618160
Lee Daniels' The Butler ,30000000,30000000.0,7.2,24637312.0,2933.0,132.0,2013.0,20035,1.85,177025498
Remember the Titans ,30000000,30000000.0,7.8,20905831.0,1865.0,120.0,2000.0,54877,2.35,136706683
District 9 ,30000000,30000000.0,8.0,37354308.0,3049.0,112.0,2009.0,2639,1.85,212453431
Dodgeball: A True Underdog Story ,30000000,20000000.0,6.7,30070196.0,2694.0,92.0,2004.0,4730,2.35,167791704
The Princess Diaries ,30000000,37000000.0,6.2,22862269.0,2537.0,111.0,2001.0,13645,1.85,165334774
Analyze This ,30000000,30000000.0,6.7,18383507.0,2518.0,103.0,1999.0,24333,1.85,176885658
The First Wives Club ,30000000,26000000.0,6.2,18913411.0,1922.0,103.0,1996.0,3143,1.85,181489203
Million Dollar Baby ,30000000,30000000.0,8.1,179953.0,8.0,132.0,2004.0,28830,2.35,232016402
Mystic River ,30000000,25000000.0,8.0,640815.0,13.0,138.0,2003.0,1942,2.35,156822020
The SpongeBob SquarePants Movie ,30000000,30000000.0,7.0,32018216.0,3212.0,87.0,2004.0,20097,1.85,142051255
Up in the Air ,30000000,25000000.0,7.4,1181450.0,15.0,108.0,2009.0,35209,1.85,166842739
The Notebook ,30000000,29000000.0,7.9,13464745.0,2303.0,123.0,2004.0,34495,2.35,116117340
Hannah Montana: The Movie ,30000000,30000000.0,4.2,32324487.0,3118.0,102.0,2009.0,4516,1.85,169173206
27 Dresses ,30000000,30000000.0,6.1,27442040.0,3057.0,111.0,2008.0,2978,2.35,160247805
Rugrats in Paris: The Movie ,30000000,30000000.0,6.1,22718184.0,2934.0,78.0,2000.0,4527,1.85,103284813
Four Brothers ,30000000,45000000.0,6.9,21176925.0,2533.0,109.0,2005.0,2740,2.35,92494381
Looper ,30000000,30000000.0,7.4,20801552.0,2992.0,119.0,2012.0,37387,2.35,170466405
Warm Bodies ,30000000,35000000.0,6.9,20353967.0,3009.0,98.0,2013.0,337,2.35,115121608
About Schmidt ,30000000,30000000.0,7.2,282367.0,6.0,125.0,2002.0,1556,1.85,107054484
The Nut Job ,30000000,42000000.0,5.8,20550000.0,3427.0,85.0,2014.0,18795,1.85,122529966
Down to Earth ,30000000,30000000.0,5.4,20027309.0,2521.0,87.0,2001.0,2911,1.85,71172251
Hope Springs ,30000000,30000000.0,6.3,14650121.0,2361.0,100.0,2012.0,19420,2.35,133085295
Forgetting Sarah Marshall ,30000000,30000000.0,7.2,17725330.0,2798.0,118.0,2008.0,16758,1.85,105173042
Baby Mama ,30000000,30000000.0,6.0,17407110.0,2543.0,99.0,2008.0,6930,1.85,64170447
Hope Floats ,30000000,30000000.0,5.9,14210464.0,2367.0,114.0,1998.0,2860,1.85,81529000
Bride Wars ,30000000,30000000.0,5.4,21058173.0,3226.0,89.0,2009.0,13794,1.85,115150424
Without a Paddle ,30000000,19000000.0,5.9,13528946.0,2730.0,95.0,2004.0,1266,2.35,65121280
13 Going on 30 ,30000000,37000000.0,6.1,21054238.0,3438.0,98.0,2004.0,6742,1.85,96439723
Midnight in Paris ,30000000,17000000.0,7.7,599003.0,6.0,94.0,2011.0,1289,1.85,162942835
The Curse of the Were-Rabbit ,30000000,30000000.0,7.5,16025987.0,3645.0,85.0,2005.0,1145,1.85,197593152
P.S. I Love You ,30000000,30000000.0,7.1,9283468.0,2454.0,126.0,2007.0,18726,1.85,155769678
Corpse Bride ,30000000,40000000.0,7.4,385078.0,5.0,77.0,2005.0,60683,1.85,114770654
Letters to Juliet ,30000000,30000000.0,6.5,13540486.0,2968.0,105.0,2010.0,1026,2.35,82148538
Blow ,30000000,30000000.0,7.6,12443461.0,2249.0,124.0,2001.0,43453,2.35,83282296
Message in a Bottle ,30000000,55000000.0,6.1,18852976.0,2538.0,131.0,1999.0,19815,2.35,52880016
Southpaw ,30000000,30000000.0,7.5,16701294.0,2772.0,124.0,2015.0,16881,2.35,88725208
Like Mike ,30000000,30000000.0,5.1,12179420.0,2410.0,99.0,2002.0,3679,1.85,62432423
Atonement ,30000000,30000000.0,7.8,796836.0,32.0,123.0,2007.0,20499,1.85,129779728
Racing Stripes ,30000000,37123391.33528162,5.2,18862432.0,3185.0,102.0,2005.0,2910,1.85,89955540
Sicario ,30000000,30000000.0,7.6,12148041.0,2620.0,121.0,2015.0,1467,2.39,78571737
The Three Stooges ,30000000,37123391.33528162,5.1,17010125.0,3477.0,92.0,2012.0,6137,1.85,54052249
Glory Road ,30000000,37123391.33528162,7.2,16927589.0,2222.0,118.0,2006.0,2577,2.35,42799060
The Age of Adaline ,30000000,25000000.0,7.2,13203458.0,2991.0,112.0,2015.0,15327,2.35,69057415
Step Up 3D ,30000000,30000000.0,6.2,15812311.0,2435.0,107.0,2010.0,4059,1.85,165889117
Drag Me to Hell ,30000000,30000000.0,6.6,15825480.0,2508.0,99.0,2009.0,5642,2.35,91388487
The Cabin in the Woods ,30000000,30000000.0,7.0,14743614.0,2811.0,95.0,2012.0,29551,2.35,70768144
Secondhand Lions ,30000000,30000000.0,7.6,12139832.0,3013.0,111.0,2003.0,9638,1.85,47902566
Stranger Than Fiction ,30000000,38000000.0,7.6,13411093.0,2264.0,113.0,2006.0,8362,1.85,53572822
Blue Crush ,30000000,30000000.0,5.6,14169455.0,3002.0,104.0,2002.0,1165,1.85,51618420
30 Days of Night ,30000000,32000000.0,6.6,15951902.0,2855.0,113.0,2007.0,814,2.35,80276156
Gridiron Gang ,30000000,30000000.0,6.9,14414630.0,3504.0,125.0,2006.0,15811,2.35,41457834
Meet the Spartans ,30000000,30000000.0,2.7,18505530.0,2605.0,86.0,2008.0,3854,1.85,84646831
Mortal Kombat: Annihilation ,30000000,30000000.0,3.7,16771694.0,2140.0,95.0,1997.0,2266,1.85,51327406
Larry Crowne ,30000000,30000000.0,6.1,13006875.0,2973.0,98.0,2011.0,16827,2.35,61449135
Take the Lead ,30000000,30000000.0,6.7,12051277.0,3009.0,118.0,2006.0,3797,1.85,65390493
Love & Other Drugs ,30000000,30000000.0,6.7,9739161.0,2455.0,112.0,2010.0,31278,1.85,102716321
Courage ,30000000,20000000.0,7.0,1365000.0,1565.0,118.0,2015.0,3384,2.35,46225326
What's the Worst That Could Happen? ,30000000,45000000.0,5.5,13049114.0,2675.0,94.0,2001.0,3664,1.85,38462071
9 ,30000000,30000000.0,7.1,10740446.0,1661.0,79.0,2009.0,1594,1.85,48559999
Deliver Us from Evil ,30000000,30000000.0,6.2,9740471.0,3049.0,118.0,2014.0,5697,2.35,87956618
Get on Up ,30000000,30000000.0,6.9,13585915.0,2468.0,139.0,2014.0,2060,1.85,33315804
The Five-Year Engagement ,30000000,30000000.0,6.2,10610060.0,2936.0,131.0,2012.0,3479,1.85,61623819
The Prince and Me ,30000000,37123391.33528162,5.9,9406378.0,2682.0,111.0,2004.0,3239,1.85,29356757
Winnie the Pooh ,30000000,30000000.0,7.3,7857076.0,2405.0,63.0,2011.0,1002,1.85,50145607
Bulworth ,30000000,30000000.0,6.8,10515839.0,2047.0,108.0,1998.0,1023,1.85,29203383
Dumb and Dumberer: When Harry Met Lloyd ,30000000,19000000.0,3.4,10845064.0,2609.0,85.0,2003.0,1653,1.37,26214846
One True Thing ,30000000,30000000.0,7.0,6606455.0,1590.0,127.0,1998.0,12785,1.85,26708196
Sanctum ,30000000,30000000.0,5.9,9447930.0,2787.0,108.0,2011.0,3892,1.85,104283753
My Super Ex-Girlfriend ,30000000,30000000.0,5.1,8603460.0,2702.0,95.0,2006.0,2737,2.35,60772856
Mr 3000 ,30000000,30000000.0,5.5,8679028.0,2736.0,104.0,2004.0,4462,1.85,21827296
The Next Three Days ,30000000,35000000.0,7.4,6542779.0,2564.0,133.0,2010.0,11799,2.35,67255916
Little Black Book ,30000000,35000000.0,5.2,7075217.0,2445.0,105.0,2004.0,4369,2.35,21758371
Assault on Precinct 13 ,30000000,20000000.0,6.3,6502724.0,2297.0,109.0,2005.0,3148,2.35,36040895
Runner Runner ,30000000,30000000.0,5.6,7706712.0,3026.0,88.0,2013.0,5706,2.35,60512680
The Replacement Killers ,30000000,30000000.0,6.1,8046553.0,1936.0,96.0,1998.0,3072,2.35,19035741
Ultraviolet ,30000000,30000000.0,4.4,9064880.0,2558.0,94.0,2006.0,15271,1.85,30962112
North Country ,30000000,35000000.0,7.3,6422455.0,2555.0,126.0,2005.0,20563,2.35,23676771
Eight Legged Freaks ,30000000,30000000.0,5.4,6485458.0,2530.0,99.0,2002.0,22554,2.35,36722311
Fled ,30000000,25000000.0,5.3,5405000.0,2104.0,105.0,1996.0,6152,1.85,19892205
Splice ,30000000,26000000.0,5.8,7385277.0,2450.0,104.0,2009.0,2222,1.85,26857459
88 Minutes ,30000000,30000000.0,5.9,6957216.0,2168.0,108.0,2007.0,16722,2.35,32955399
The Whole Ten Yards ,30000000,40000000.0,5.5,6685381.0,2654.0,98.0,2004.0,18085,1.85,26323969
Pride and Glory ,30000000,30000000.0,6.7,6262396.0,2585.0,130.0,2008.0,5101,1.85,43440721
The Cave ,30000000,30000000.0,5.1,6147294.0,2195.0,93.0,2005.0,2178,2.35,27147991
Godsend ,30000000,25000000.0,4.8,6800617.0,2323.0,102.0,2004.0,23352,2.35,16910708
Alex & Emma ,30000000,30000000.0,5.6,6111074.0,2310.0,96.0,2003.0,977,1.85,15358583
Wicker Park ,30000000,30000000.0,7.0,6819393.0,2598.0,114.0,2004.0,679,2.35,21601257
The New World ,30000000,30000000.0,6.7,57000.0,3.0,150.0,2005.0,27829,2.35,26184400
The Last Stand ,30000000,45000000.0,6.4,6281433.0,2913.0,107.0,2013.0,1643,2.35,48330757
In Dreams ,30000000,30000000.0,5.5,4593872.0,1670.0,100.0,1999.0,22006,1.85,12017369
Wing Commander ,30000000,30000000.0,4.1,5114365.0,2019.0,100.0,1999.0,2497,2.35,11578022
Antitrust ,30000000,30000000.0,6.1,5486209.0,2433.0,109.0,2001.0,1297,2.35,17865209
Dead Man Down ,30000000,30000000.0,6.5,5345250.0,2188.0,118.0,2013.0,4253,2.35,19599974
Hoodwinked Too! Hood vs. Evil ,30000000,30000000.0,4.8,4108630.0,2505.0,86.0,2011.0,5393,1.85,23353111
Dragonball: Evolution ,30000000,45000000.0,2.7,4756488.0,2181.0,100.0,2009.0,1100,2.35,58228460
An Unfinished Life ,30000000,30000000.0,7.0,1008308.0,139.0,108.0,2005.0,11519,2.35,18535575
The Imaginarium of Doctor Parnassus ,30000000,40000000.0,6.8,1762637.0,607.0,123.0,2009.0,11769,1.85,64352607
Barney's Version ,30000000,37123391.33528162,7.3,65241.0,4.0,134.0,2010.0,1873,2.35,8845575
The Assassination of Jesse James by the Coward Robert Ford ,30000000,30000000.0,7.5,147812.0,5.0,160.0,2007.0,22516,2.35,15313631
The Merchant of Venice ,30000000,18000000.0,7.1,69868.0,4.0,131.0,2004.0,16252,2.35,18765585
The Good Thief ,30000000,25000000.0,6.6,131580.0,9.0,109.0,2002.0,2759,1.85,6460758
Supercross ,30000000,37123391.33528162,4.0,1330520.0,1621.0,80.0,2005.0,21519,1.85,3252550
Miss Potter ,30000000,30000000.0,7.0,13205.0,2.0,88.0,2006.0,1518,2.35,35891257
Machine Gun Preacher ,30000000,30000000.0,6.8,45130.0,4.0,129.0,2011.0,19620,2.35,3721988
DOA: Dead or Alive ,30000000,21000000.0,4.8,260713.0,505.0,87.0,2006.0,4473,2.35,7755686
United Passions ,30000000,24000000.0,2.0,607.0,10.0,110.0,2014.0,2725,2.35,168832
Pitch Perfect 2 ,29000000,29000000.0,6.5,70300000.0,3473.0,115.0,2015.0,13159,1.85,286995378
Walk the Line ,29000000,28000000.0,7.9,22347341.0,2961.0,153.0,2005.0,1383,2.39,187707495
The Boss ,29000000,29000000.0,5.3,23586645.0,3480.0,99.0,2016.0,23562,1.85,77975209
Once Upon a Time in Mexico ,29000000,29000000.0,6.4,23424118.0,3282.0,102.0,2003.0,46186,1.78,97413527
Keeping the Faith ,29000000,30000000.0,6.4,8078671.0,2152.0,128.0,2000.0,5404,1.85,45336404
The Borrowers ,29000000,29000000.0,5.8,6075079.0,1535.0,89.0,1997.0,2056,1.85,54045832
Seed of Chucky ,29000000,12000000.0,4.9,8774520.0,2059.0,88.0,2004.0,2567,1.85,24716190
Serving Sara ,29000000,29000000.0,5.3,5758236.0,2154.0,99.0,2002.0,4169,1.85,20146150
Confessions of a Dangerous Mind ,29000000,29000000.0,7.1,12537.0,2.0,113.0,2002.0,810,2.35,33013805
Taking Woodstock ,29000000,30000000.0,6.7,3457760.0,1393.0,120.0,2009.0,1500,1.85,10066366
Mumford ,28700000,28000000.0,6.9,1851291.0,1452.0,112.0,1999.0,17873,2.35,4559569
The Jacket ,28500000,29000000.0,7.1,2723682.0,1331.0,94.0,2005.0,5085,2.35,15452978
Straight Outta Compton ,28000000,28000000.0,7.9,56100000.0,2757.0,167.0,2015.0,2702,2.35,201867526
The Rugrats Movie ,28000000,24000000.0,5.9,27321470.0,2782.0,83.0,1998.0,3438,1.85,140894685
Along Came a Spider ,28000000,60000000.0,6.3,16712407.0,2530.0,104.0,2001.0,17109,2.35,105159085
Safe Haven ,28000000,28000000.0,6.7,21401594.0,3223.0,115.0,2013.0,1554,2.35,94050951
The Big Short ,28000000,28000000.0,7.8,10531026.0,1585.0,130.0,2015.0,57308,2.35,131459870
Role Models ,28000000,28000000.0,6.9,19167085.0,2792.0,101.0,2008.0,3400,1.85,94500826
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",28000000,28000000.0,6.2,18360230.0,3088.0,81.0,2014.0,47677,2.39,101379287
Miracle ,28000000,28000000.0,7.5,19377577.0,2605.0,135.0,2004.0,1845,2.4,64474705
Last Vegas ,28000000,28000000.0,6.6,16334566.0,3065.0,105.0,2013.0,35694,2.35,112914167
The Wedding Planner ,28000000,35000000.0,5.2,13510293.0,2785.0,103.0,2001.0,17533,2.35,94728529
The Royal Tenenbaums ,28000000,21000000.0,7.6,276981.0,5.0,110.0,2001.0,14609,2.35,71430876
Identity ,28000000,30000000.0,7.3,16225263.0,2733.0,91.0,2003.0,3969,2.35,82183683
Serendipity ,28000000,28000000.0,6.9,13309241.0,2601.0,82.0,2001.0,37,1.85,77477297
Kick-Ass ,28000000,30000000.0,7.7,19828687.0,3065.0,117.0,2010.0,2357,2.35,97531134
No Reservations ,28000000,28000000.0,6.3,11704357.0,2425.0,104.0,2007.0,3497,2.35,91943956
Pride & Prejudice ,28000000,28000000.0,7.8,2865017.0,215.0,135.0,2005.0,1083,2.35,126549607
30 Minutes or Less ,28000000,28000000.0,6.1,13330118.0,2888.0,83.0,2011.0,1987,2.35,40966716
Dracula 2000 ,28000000,28000000.0,4.9,8636567.0,2204.0,99.0,2000.0,23344,2.35,33000377
3 Days to Kill ,28000000,28000000.0,6.2,12242218.0,2872.0,123.0,2014.0,1286,2.35,38959900
Kick-Ass 2 ,28000000,28000000.0,6.6,13332955.0,2940.0,103.0,2013.0,19168,2.35,63129909
We Own the Night ,28000000,21000000.0,6.9,10826287.0,2362.0,117.0,2007.0,3681,1.85,55307857
A Walk Among the Tombstones ,28000000,28000000.0,6.5,12758780.0,2712.0,114.0,2014.0,15428,2.35,62108587
The Spy Next Door ,28000000,28000000.0,5.4,12877043.0,2924.0,94.0,2010.0,3436,1.85,46752858
Brick Mansions ,28000000,28000000.0,5.7,9516855.0,2647.0,100.0,2014.0,25387,2.35,73421224
Just My Luck ,28000000,28000000.0,5.3,5692285.0,2541.0,103.0,2006.0,3211,1.85,38159905
