movie_title,country,language,genres,color,content_rating,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name
"Gone, Baby, Gone             ",USA,English,Comedy|Drama|Reality-TV|Romance,Color,TV-14,lifestyle,Steven Spielberg,Nicole 'Snooki' Polizzi,Jenni 'Jwoww' Farley,Paul 'Pauly D' DelVecchio
Thomas and the Magic Railroad ,UK,English,Adventure|Comedy|Drama|Family|Fantasy,Color,G,locomotive|magic|mountain|railroad|steam locomotive,Britt Allcroft,Mara Wilson,Colm Feore,Peter Fonda
Firestorm ,China,Mandarin,Action|Crime|Thriller,Color,R,die hard scenario|gunfight|hong kong police|police escort attacked|shootout,Alan Yuen,Andy Lau,Michael Wong,Terence Yin
Take Me Home Tonight ,USA,English,Comedy|Drama|Romance,Color,R,friend|night|party|sex scene|sister,Michael Dowse,Topher Grace,Michael Biehn,Dan Fogler
Won't Back Down ,USA,English,Drama,Color,PG,children|inner city|parent|school|teacher,Daniel Barnz,Holly Hunter,Rosie Perez,Dante Brown
The Fall of the Roman Empire ,USA,English,Drama|History|War,Color,Approved,2nd century|emperor|european history|loosely based on historical events|roman empire,Anthony Mann,James Mason,Mel Ferrer,Stephen Boyd
The Nutcracker ,USA,English,Family|Fantasy|Music,Color,G,christmas|lifting female in air|lifting male in air|lifting someone into the air|little girl,Emile Ardolino,Darci Kistler,Kyra Nichols,Margaret Tracey
Kansas City ,France,English,Crime|Drama|Music|Thriller,Color,R,1930s|election|female frontal nudity|kansas city|politician,Robert Altman,Steve Buscemi,Jennifer Jason Leigh,Miranda Richardson
Land of the Dead ,Canada,English,Horror, Black and White,R,apocalypse|mercenary|skyscraper|urban setting|zombie apocalypse,George A. Romero,Tony Nappo,Shawn Roberts,Pedro Miguel Arce
The Amityville Horror ,USA,English,Drama|Horror|Mystery|Thriller,Color,R,ghost|haunted house|murder|nightmare|priest,Andrew Douglas,Jimmy Bennett,Chloë Grace Moretz,Ryan Reynolds
Adaptation. ,USA,English,Comedy|Drama,Color,R,book|orchid|screenwriter|thief|twin,Spike Jonze,Nicolas Cage,Meryl Streep,Roger Willie
The Invention of Lying ,USA,English,Comedy|Fantasy|Romance,Color,PG-13,genetics|heaven|lie|screenwriter|truth,Ricky Gervais,Jennifer Garner,Tina Fey,Martin Starr
Fear and Loathing in Las Vegas ,USA,English,Adventure|Comedy|Drama,Color,R,american dream|convertible|drugs|journalist|lawyer,Terry Gilliam,Johnny Depp,Michael Jeter,Ellen Barkin
Neighbors ,USA,English,Comedy,Color,R,broken leg|friendship|jewish|topless female nudity|urination,Nicholas Stoller,Craig Roberts,Carla Gallo,Ike Barinholtz
The Mask ,USA,English,Action|Comedy|Crime|Fantasy,Color,PG-13,bank|bank clerk|gangster|loki|mask,Chuck Russell,Peter Greene,Amy Yasbeck,Reg E. Cathey
Big ,USA,English,Comedy|Drama|Family|Fantasy|Romance,Color,PG,friend|job|new york city|toy|wish,Penny Marshall,Tom Hanks,Jon Lovitz,John Heard
Legally Blonde ,USA,English,Comedy|Romance,Color,PG-13,blonde|harvard|law|law school|sorority,Robert Luketic,Linda Cardellini,Raquel Welch,Alanna Ubach
Mean Girls ,USA,English,Comedy,Color,PG-13,bully|clique|high school|high school girl|secret,Mark Waters,Tina Fey,Amy Poehler,Neil Flynn
Star Trek III: The Search for Spock ,USA,English,Action|Adventure|Sci-Fi,Color,PG,dying planet|planet|regaining one's memory|sacrifice|stabbed to death,Leonard Nimoy,Leonard Nimoy,Nichelle Nichols,Walter Koenig
The Exorcism of Emily Rose ,USA,English,Drama|Horror|Thriller,Color,PG-13,death|demonic possession|exorcism|lawyer|priest,Scott Derrickson,Tom Wilkinson,Colm Feore,JR Bourne
Deuce Bigalow: Male Gigolo ,USA,English,Comedy|Romance,Color,R,aquarium|fish|fish tank|gigolo|norwegian,Mike Mitchell,Amy Poehler,Eddie Griffin,Bree Turner
Barbershop 2: Back in Business ,USA,English,Comedy|Drama, Black and White,PG-13,barbecue|barbershop|blaxploitation|marriage|politics,Kevin Rodney Sullivan,Harry Lennix,Sean Patrick Thomas,Kenan Thompson
The Family Stone ,USA,English,Comedy|Drama|Romance,Color,PG-13,christmas|cruelty|ring|secret|tension,Thomas Bezucha,Craig T. Nelson,Paul Schneider,Tyrone Giordano
Bad Santa ,USA,English,Comedy|Crime|Drama,Color,R,bartender|christmas|christmas eve|department store|drink,Terry Zwigoff,Bernie Mac,Tony Cox,Alex Borstein
My Big Fat Greek Wedding 2 ,USA,English,Comedy|Family|Romance,Color,PG-13,family restaurant|greek|remarriage|suburb|wedding,Kirk Jones,Nia Vardalos,Louis Mandylor,Joey Fatone
Austin Powers: International Man of Mystery ,USA,English,Comedy|Crime,Color,PG-13,cartoon on tv|reference to frankenstein|reference to jimi hendrix|scene during end credits|surrealism,Jay Roach,Will Ferrell,Charles Napier,Robert Wagner
Diary of a Wimpy Kid: Rodrick Rules ,USA,English,Comedy|Family,Color,PG,brother|middle school|no opening credits|photograph|school,David Bowers,Zachary Gordon,Rachael Harris,Fran Kranz
Amadeus ,USA,English,Biography|Drama|History|Music,Color,R,1800s|classical composer|composer|first person narration|opera,Milos Forman,Jeffrey Jones,F. Murray Abraham,Tom Hulce
Prom Night ,USA,English,Horror|Mystery,Color,PG-13,friend|hotel|killer|murder|prom,Nelson McCormick,Ming-Na Wen,Scott Porter,Collins Pennie
Soul Surfer ,USA,English,Biography|Drama|Family|Sport,Color,PG,christian|christian film|shark|surfer|surfing,Sean McNamara,Dennis Quaid,Chris Brochu,Craig T. Nelson
Under the Tuscan Sun ,USA,English,Comedy|Drama|Romance,Color,PG-13,author|book|vacation|villa|writer,Audrey Wells,Raoul Bova,Lindsay Duncan,Mario Monicelli
Birdman or (The Unexpected Virtue of Ignorance) ,USA,English,Comedy|Drama|Romance,Color,R,actor|artist|broadway play|replacement|stage,Alejandro G. Iñárritu,Emma Stone,Naomi Watts,Merritt Wever
Peggy Sue Got Married ,USA,English,Comedy|Drama|Fantasy|Romance,Color,PG-13,alternate history|alternate timeline|divorce|high school|reunion,Francis Ford Coppola,Nicolas Cage,Kathleen Turner,Joan Allen
Gosford Park ,UK,English,Drama|Mystery,Color,R,country house|murder|producer|servant|shooting party,Robert Altman,Kristin Scott Thomas,Bob Balaban,Tom Hollander
Blue Jasmine ,USA,English,Drama,Color,PG-13,congenital liar|mental breakdown|self deception|snob|talking to oneself,Woody Allen,Sally Hawkins,Charlie Tahan,Andrew Dice Clay
United 93 ,USA,English,Drama|History|Thriller,Color,R,flight|passenger|plane|september 11 2001|terrorist,Paul Greengrass,Christian Clemenson,David Alan Basche,Susan Blommaert
Honey ,USA,English,Drama|Music|Romance,Color,PG-13,choreographer|dance|dancer|dancing|hip hop,Bille Woodruff,Christian Monzon,Mekhi Phifer,Romeo Miller
Spy Hard ,USA,English,Action|Comedy,Color,PG-13,1990s|dentist|hit with a door|martial arts|museum,Rick Friedberg,Hulk Hogan,Barry Bostwick,Nicollette Sheridan
Conan the Destroyer ,USA,English,Action|Adventure|Fantasy,Color,PG,gods|princess|queen|rescue|wizard,Richard Fleischer,Mako,Olivia d'Abo,Grace Jones
Love the Coopers ,USA,English,Comedy,Color,PG-13,christmas|family dinner|husband wife conflict|husband wife kiss|large family,Jessie Nelson,Olivia Wilde,Alex Borstein,Timothée Chalamet
Catch-22 ,USA,English,Comedy|Drama|War,Color,R,catch 22|friend|insanity|kneed in the groin|military,Mike Nichols,Bob Newhart,Bob Balaban,Martin Balsam
Observe and Report ,USA,English,Comedy|Crime|Drama,Color,R,male pubic hair|mall|police detective|pubic hair|security guard,Jody Hill,Collette Wolfe,Celia Weston,Dan Bakkedahl
Raging Bull ,USA,English,Biography|Drama|Sport, Black and White,R,boxing|domestic violence|hot temper|jealousy|rage,Martin Scorsese,Robert De Niro,Cathy Moriarty,Frank Vincent
Love Happens ,USA,English,Drama|Romance,Color,PG-13,florist|motivational speaker|self help guru|seminar|widower,Brandon Camp,Judy Greer,Sasha Alexander,Frances Conroy
Fame ,USA,English,Comedy|Drama|Musical|Romance,Color,PG,new york|performing arts|school|student|teacher,Kevin Tancharoen,Kelsey Grammer,Kay Panabaker,Megan Mullally
Young Sherlock Holmes ,USA,English,Adventure|Fantasy|Mystery|Thriller,Color,PG-13,cult|death|delusion|girl|sherlock holmes,Barry Levinson,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones
127 Hours ,USA,English,Adventure|Biography|Drama|Thriller,Color,R,alone|aron ralston|based on autobiography|canyon|survival,Danny Boyle,James Franco,Treat Williams,Kate Burton
Small Time Crooks ,USA,English,Comedy|Crime,Color,PG,apartment building|crook|new york city|three word title|written and directed by cast member,Woody Allen,Woody Allen,Jon Lovitz,Michael Rapaport
Center Stage ,USA,English,Drama|Music|Romance,Color,PG-13,ballet|dance|dancer|dancing|love,Nicholas Hytner,Amanda Schull,Susan May Pratt,Ethan Stiefel
Catch That Kid ,USA,English,Comedy|Crime,Color,PG,caper|computer genius|dog|heist|security chief,Bart Freundlich,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt
Life as a House ,USA,English,Drama,Color,R,cancer|construction|house|house construction|neighbor,Irwin Winkler,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas
Youth in Revolt ,USA,English,Comedy|Drama|Romance,Color,R,alter ego|boarding school|love|masturbation|teen movie,Miguel Arteta,Steve Buscemi,Ari Graynor,Fred Willard
And So It Goes ,USA,English,Comedy|Drama|Romance,Color,PG-13,four word title|grandparent grandchild relationship|reference to facebook|reference to the internet|singer,Rob Reiner,Yaya DaCosta,Annie Parisse,Frankie Valli
"I Love You, Beth Cooper ",Canada,English,Comedy|Romance,Color,PG-13,cheerleader|party|popular girl|speech|valedictorian,Chris Columbus,Alan Ruck,Marie Avgeropoulos,Shawn Roberts
Blow Out ,USA,English,Mystery|Thriller,Color,R,conspiracy|political conspiracy|recording|sound|truth,Brian De Palma,Nancy Allen,Dennis Franz,John McMartin
The Tailor of Panama ,USA,English,Drama|Thriller,Color,R,canal|panama|president|spy|tailor,John Boorman,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis
The Legend of the Lone Ranger ,USA,English,Action|Adventure|Western,Color,PG,ambush|hero|masked hero|outlaw|texas ranger,William A. Fraker,Jason Robards,Richard Farnsworth,Michael Horse
Labor Day ,USA,English,Drama,Color,PG-13,baseball|baseball practice|escaped convict|neighbor|tied to a chair,Jason Reitman,J.K. Simmons,Kate Winslet,Brooke Smith
Getaway ,USA,English,Action|Crime|Thriller,Color,PG-13,die hard scenario|earth viewed from space|race against time|race car driver|title at the end,Courtney Solomon,Rebecca Budig,Paul Freeman,Bruce Payne
The Ice Storm ,USA,English,Drama,Color,R,ice|ice storm|storm|thanksgiving|virgin,Ang Lee,Joan Allen,Kate Burton,Henry Czerny
Being Julia ,Canada,English,Comedy|Drama|Romance,Color,R,diva|marriage|open marriage|revenge|social climber,István Szabó,Miriam Margolyes,Shaun Evans,Juliet Stevenson
Troop Beverly Hills ,USA,English,Adventure|Comedy,Color,PG,beverly hills hotel|divorce|girl|troop|wilderness,Jeff Kanew,Craig T. Nelson,Shelley Long,Kellie Martin
Nine Queens ,Argentina,Spanish,Crime|Drama|Thriller,Color,R,con artist|hotel|partner|scam|stamp,Fabián Bielinsky,Ricardo Darín,Gastón Pauls,Leticia Brédice
The Last Station ,Germany,English,Biography|Drama|Romance,Color,R,countess|leo tolstoy|russian|wealth|writing,Michael Hoffman,David Masterson,Kerry Condon,Anne-Marie Duff
Dragonslayer ,USA,English,Action|Adventure|Fantasy,Color,PG,apprentice|dragon|king|kingdom|wizard,Matthew Robbins,Ian McDiarmid,Ralph Richardson,Albert Salmi
Ed Wood ,USA,English,Biography|Comedy|Drama, Black and White,R,1950s|director|friend|friendship|transvestism,Tim Burton,Johnny Depp,Bill Murray,Martin Landau
RocknRolla ,UK,English,Action|Crime|Thriller,Color,R,accountant|finger gun|homosexual|killed in an elevator|painting,Guy Ritchie,Tom Hardy,Gerard Butler,Tom Wilkinson
Megaforce ,USA,English,Action|Sci-Fi,Color,PG,dictator|electronic music score|one word title|secret headquarters|soldier,Hal Needham,Barry Bostwick,Michael Beck,Henry Silva
Mao's Last Dancer ,Australia,English,Biography|Drama|Music|Romance,Color,PG,ballet|beijing|dancer|love|village,Bruce Beresford,Bruce Greenwood,Suzie Steen,Aden Young
The Railway Man ,Australia,English,Biography|Drama|Romance|War,Color,R,japanese soldier|physical torture|pow camp|prisoner of war|reference to adolf hitler,Jonathan Teplitzky,Jeremy Irvine,Colin Firth,Sam Reid
Midnight Special ,Greece,English,Adventure|Drama|Sci-Fi|Thriller,Color,PG-13,cult|father son relationship|gas station|on the run|supernatural ability,Jeff Nichols,Kirsten Dunst,Sam Shepard,Paul Sparks
Metallica Through the Never ,USA,English,Music,Color,R,headbanger|metallica|roadie|song in title|standing on the roof of a car,Nimród Antal,James Hetfield,Mackenzie Gray,Lars Ulrich
Anything Else ,USA,English,Comedy|Romance,Color,R,love at first sight|new york city|sex|teacher|writer,Woody Allen,Woody Allen,Stockard Channing,Fisher Stevens
Unforgettable             ,USA,English,Drama|Mystery,Color,R,hyperthymesia|new york city|police,Steven Spielberg,Poppy Montgomery,Dylan Walsh,Dallas Roberts
The Salton Sea ,USA,English,Crime|Drama|Mystery|Thriller,Color,R,male in shower|murder|neighbor neighbor relationship|remote control car|sex scene,D.J. Caruso,Adam Goldberg,Meat Loaf,Anthony LaPaglia
The Informers ,Germany,English,Crime|Drama|Thriller,Color,R,breasts|female nudity|male pubic hair|pubic hair|sex scene,Gregor Jordan,Austin Nichols,Brad Renfro,Lou Taylor Pucci
I Come with the Rain ,France,English,Thriller,Color,Not Rated,gangster|hong kong|missing person|missing son|serial killer,Tran Anh Hung,Takuya Kimura,Simón Andreu,Shawn Yue
I Am Wrath ,USA,English,Action|Crime|Drama|Thriller,Color,R,conspiracy|female scientist|mugging|police detective|tattoo,Chuck Russell,Sam Trammell,Rebecca De Mornay,Amanda Schull
Red Sonja ,Netherlands,English,Action|Adventure|Fantasy,Color,PG-13,cult film|psychotronic|sword and sorcery|talisman|warrior,Richard Fleischer,Ernie Reyes Jr.,Brigitte Nielsen,Sandahl Bergman
Red Lights ,Spain,English,Drama|Horror|Mystery|Thriller,Color,R,fraud|physicist|psychic|skeptic|tailing,Rodrigo Cortés,Robert De Niro,Toby Jones,Craig Roberts
Superbad ,USA,English,Comedy,Color,R,black comedy|bromance|party|school|teen comedy,Greg Mottola,Emma Stone,Joe Lo Truglio,Kevin Corrigan
Madea Goes to Jail ,USA,English,Comedy|Crime|Drama,Color,PG-13,adaptation directed by original author|cross dressing|madea series|remake|sequel,Tyler Perry,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke
Step Up 2: The Streets ,USA,English,Drama|Music|Musical|Romance,Color,PG-13,audition|dance|kissing in the rain|student|subway,Jon M. Chu,Cassie Ventura,Mari Koda,Luis Rosado
Hoodwinked! ,USA,English,Action|Animation|Comedy|Crime|Family,Color,PG,animal|axe|red riding hood|wolf|woodsman,Cory Edwards,Anne Hathaway,Chazz Palminteri,Jim Belushi
Hitman ,France,English,Action|Crime|Drama|Thriller,Color,R,hitman|impersonation|see through dress|topless female nudity|woman on top,Xavier Gens,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen
Hotel Rwanda ,UK,English,Drama|History|War,Color,PG-13,atrocity|central africa|ethnic warfare|united nations peace keeping force|united nations soldier,Terry George,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim
Beerfest ,USA,English,Comedy,Color,R,beer|competition|germany|oktoberfest|prostitute,Jay Chandrasekhar,Chris Moss,Owain Yeoman,Jay Chandrasekhar
Black Nativity ,USA,English,Drama|Family|Music|Musical,Color,PG,based on stage musical|based on the bible|christmas|color in title|nativity,Kasi Lemmons,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall
City of Ghosts ,USA,English,Crime|Drama|Thriller,Color,R,bag over head|buddhist temple|loss of friend|male bonding|nightclub,Matt Dillon,Kirk Fox,Shawn Andrews,Rob Campbell
The Others ,USA,English,Fantasy|Horror|Thriller,Color,PG-13,curtain|haunting|mansion|mute|xeroderma pigmentosum,Alejandro Amenábar,Fionnula Flanagan,Elaine Cassidy,Eric Sykes
Aliens ,USA,English,Action|Adventure|Sci-Fi,Color,R,alien|human versus alien|monster|rescue mission|space marine,James Cameron,Michael Biehn,Carrie Henn,Jenette Goldstein
Let's Be Cops ,USA,English,Comedy,Color,R,friendship between men|impersonating a police officer|mobster|party|police officer,Luke Greenfield,Rob Riggle,Damon Wayans Jr.,James D'Arcy
I Know What You Did Last Summer ,USA,English,Horror|Mystery|Thriller,Color,R,beach|corpse|fourth of july|overalls|revenge,Jim Gillespie,Muse Watson,Sarah Michelle Gellar,Anne Heche
My Fair Lady ,USA,English,Drama|Family|Musical|Romance,Color,Approved,colonel|flower girl|professor|street|wager,George Cukor,Jeremy Brett,Rex Harrison,Theodore Bikel
Sideways ,USA,English,Adventure|Comedy|Drama|Romance,Color,R,actor|california|teacher|wine|writer,Alexander Payne,Virginia Madsen,Patrick Gallagher,M.C. Gainey
The Best Man Holiday ,USA,English,Comedy|Drama,Color,R,childbirth|christmas|gay slur|infidelity|punched in the nose,Malcolm D. Lee,Harold Perrineau,Sanaa Lathan,Eddie Cibrian
Pitch Perfect ,USA,English,Comedy|Music|Romance,Color,PG-13,a cappella|competition|dj|female protagonist|lesbian,Jason Moore,Anna Kendrick,Hana Mae Lee,Ben Platt
Evil Dead ,USA,English,Horror,Color,R,book of the dead|demon|h.p. lovecraft|lesbian kiss|promise,Fede Alvarez,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss
"McFarland, USA ",USA,English,Biography|Drama|Sport,Color,PG,coach|high school|place name in title|school|student,Niki Caro,Morgan Saylor,Valente Rodriguez,Diana Maria Riva
The Hills Have Eyes ,USA,English,Horror,Color,R,desert|horror movie remake|murder of family|rape|slasher,Alexandre Aja,Dan Byrd,Greg Nicotero,Vinessa Shaw
40 Days and 40 Nights ,USA,English,Comedy|Romance,Color,R,female on male rape|lent|male rear nudity|masturbation|sex,Michael Lehmann,Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo
Smokin' Aces ,UK,English,Action|Crime|Drama|Thriller,Color,R,casino|fbi|mafia|mob hit|sniper,Joe Carnahan,Ryan Reynolds,Common,Alex Rocco
A Night at the Roxbury ,USA,English,Comedy|Music|Romance,Color,PG-13,1990s|bar|car accident|nightclub|whipped cream,John Fortenberry,Will Ferrell,Chris Kattan,Dan Hedaya
Beastly ,USA,English,Drama|Fantasy|Romance,Color,PG-13,love|maid|newscaster|student|tutor,Daniel Barnz,Alex Pettyfer,Mary-Kate Olsen,Erik Knudsen
Lottery Ticket ,USA,English,Comedy,Color,PG-13,block party|eurocopter ec120 colibri|fortune cookie|lottery ticket|reverend,Erik White,Brandon T. Jackson,Loretta Devine,Shad Moss
Dickie Roberts: Former Child Star ,USA,English,Comedy,Color,PG-13,dental braces|dental headgear|former child star|panties|white panties,Sam Weisman,Kevin Grevioux,Jenna Boyd,Mary McCormack
ATL ,USA,English,Comedy|Crime|Drama|Music|Romance,Color,PG-13,high school|rollerskating rink|spelman college|twin|voice over narration,Chris Robinson,T.I.,Adam Boyer,Malika
Summer Catch ,USA,English,Comedy|Drama|Romance|Sport,Color,PG-13,baseball|baseball player|night|rivalry|summer,Michael Tollin,Marc Blucas,Brian Dennehy,Bruce Davison
A Simple Plan ,UK,English,Crime|Drama|Thriller,Color,R,bag of money|found money|minnesota|screenplay adapted by author|snow,Sam Raimi,Gary Cole,Bridget Fonda,Chelcie Ross
Larry the Cable Guy: Health Inspector ,USA,English,Comedy|Romance,Color,PG-13,diner|food poisoning|health inspector|restaurant|undercover,Trent Cooper,Thomas F. Wilson,Larry the Cable Guy,Megyn Price
The Adventures of Elmo in Grouchland ,USA,English,Adventure|Comedy|Family|Fantasy|Musical,Color,G,based on tv series|blanket|box office flop|rescue|sesame street,Gary Halvorson,Vanessa Williams,Kevin Clash,Caroll Spinney
Superman IV: The Quest for Peace ,UK,English,Action|Adventure|Family|Sci-Fi,Color,PG,box office flop|dc comics|hair|nuclear disarmament|superman,Sidney J. Furie,Jim Broadbent,Margot Kidder,William Hootkins
55 Days at Peking ,USA,English,Action|Adventure|Drama|History|War,Color,Unrated,ambassador|boxer rebellion|china|colonialism|peking china,Nicholas Ray,Ava Gardner,David Niven,John Ireland
My Life in Ruins ,USA,English,Comedy|Romance,Color,PG-13,greece|greek|tour bus|tour guide|tourist,Donald Petrie,Nia Vardalos,Harland Williams,Rachel Dratch
American Dreamz ,USA,English,Comedy|Music,Color,PG-13,chief of staff|contest|president|singing|terrorist,Paul Weitz,Judy Greer,Dennis Quaid,Chris Klein
How She Move ,Canada,English,Drama,Color,PG-13,dance|dance contest|loss of sister|step dancing|teenager,Ian Iqbal Rashid,DeRay Davis,Clé Bennett,Conrad Coates
Running Scared ,Germany,English,Action|Crime|Drama|Thriller,Color,R,adult child friendship|corrupt cop|fistfight|gangster|thug,Wayne Kramer,Paul Walker,Chazz Palminteri,Ivana Milicevic
The Apparition ,USA,English,Horror|Thriller,Color,PG-13,e mail|evil spirit|experiment|fear|supernatural,Todd Lincoln,Julianna Guill,Rick Gomez,Tim Williams
Bobby Jones: Stroke of Genius ,USA,English,Biography|Drama|Romance|Sport,Color,PG,colon in title|competition|five word title|golf|temper,Rowdy Herrington,Aidan Quinn,Jeremy Northam,Paul Freeman
Shanghai Surprise ,UK,English,Adventure|Crime|Drama|Romance,Color,PG-13,china|missionary|opium|villain|year 1937,Jim Goddard,Victor Wong,Paul Freeman,Clyde Kusatsu
Roar ,USA,English,Adventure|Horror|Thriller,Color,PG,chase|dead man|jungle|killing a lion|killing a tiger,Noel Marshall,Tippi Hedren,Melanie Griffith,Zakes Mokae
Southland Tales ,France,English,Comedy|Mystery|Sci-Fi|Thriller,Color,R,amnesia|boxer|conspiracy|police|porn star,Richard Kelly,Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla
Escobar: Paradise Lost ,France,English,Crime|Drama|Romance|Thriller,Color,R,colombia|dream|love|surfer|village,Andrea Di Stefano,Josh Hutcherson,Brady Corbet,Carlos Bardem
The Young Messiah ,USA,English,Drama,Color,PG-13,based on novel,Cyrus Nowrasteh,Clive Russell,Vincent Walsh,Finn Ireland
Fur: An Imaginary Portrait of Diane Arbus ,USA,English,Biography|Drama|Romance,Color,R,character name in title|diane arbus|male full frontal nudity|photographer|pubic hair,Steven Shainberg,Robert Downey Jr.,Ty Burrell,Matt Servitto
My Girl ,USA,English,Comedy|Drama|Family|Romance,Color,PG-13,best friend|funeral|girl|overalls|summer,Howard Zieff,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne
Wall Street ,USA,English,Crime|Drama,Color,R,1980s|argument|critique of capitalism|f word|fired from the job,Oliver Stone,Hal Holbrook,Tamara Tunie,James Karen
Sense and Sensibility ,USA,English,Drama|Romance,Color,PG,1810s|female protagonist|horseback riding|inheritance|three word title,Ang Lee,Alan Rickman,Kate Winslet,Tom Wilkinson
Becoming Jane ,UK,English,Biography|Drama|Romance,Color,PG,country estate|jane austen|lady|love|writing,Julian Jarrold,Anne Hathaway,Julie Walters,Laurence Fox
House of Sand and Fog ,USA,English,Drama,Color,R,auction|home|house|iranian|marriage,Vadim Perelman,Frances Fisher,Kim Dickens,Ron Eldard
Sydney White ,USA,English,Comedy|Romance,Color,PG-13,college|college girl|female protagonist|sorority|sorority house,Joe Nussbaum,Danny Strong,Matt Long,Samm Levine
Dead Poets Society ,USA,English,Comedy|Drama,Color,PG,education|english teacher|poet|professor|student,Peter Weir,Robin Williams,Josh Charles,Kurtwood Smith
Dumb & Dumber ,USA,English,Comedy,Color,PG-13,briefcase full of money|character repeating someone else's dialogue|character says i love you|friendship|reference to cinderella,Peter Farrelly,Lauren Holly,Mike Starr,Teri Garr
When Harry Met Sally... ,USA,English,Comedy|Drama|Romance,Color,R,friendship|love|male female friendship|new york|sex,Rob Reiner,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak
Road Trip ,USA,English,Comedy,Color,R,blonde|college|friend|highway travel|road trip,Todd Phillips,Ethan Suplee,Rachel Blanchard,Paulo Costanzo
The Verdict ,USA,English,Drama,Color,R,archdiocese|court|hospital|lawyer|malpractice,Sidney Lumet,Charlotte Rampling,James Mason,Jack Warden
Varsity Blues ,USA,English,Comedy|Drama|Romance|Sport,Color,R,coach|coyote|popularity|quarterback|texas,Brian Robbins,Paul Walker,Ron Lester,Mark Walters
Moonrise Kingdom ,USA,English,Adventure|Comedy|Drama|Romance,Color,PG-13,1960s|boy scouts|boy scouts camp|coming of age|young love,Wes Anderson,Bruce Willis,Bill Murray,Bob Balaban
The Artist ,France,English,Comedy|Drama|Romance, Black and White,PG-13,1920s|jack russell terrier|modern silent movie|movie star|movie studio,Michel Hazanavicius,Bérénice Bejo,Ed Lauter,Beth Grant
The Unborn ,USA,English,Drama|Fantasy|Horror|Mystery|Thriller,Color,PG-13,babysitting|experiment|nightmare|possession|twin,David S. Goyer,Gary Oldman,Atticus Shaffer,Rachel Brosnahan
The Master of Disguise ,USA,English,Comedy|Family,Color,PG,disguise|mask|master of disguise|restaurant|waiter,Perry Andelin Blake,Jennifer Esposito,Kenan Thompson,James Brolin
The Texas Chainsaw Massacre: The Beginning ,USA,English,Horror,Color,R,cannibal|car accident|leatherface|psychopath|slaughterhouse,Jonathan Liebesman,Matt Bomer,Jordana Brewster,Lew Temple
The Roommate ,USA,English,Drama|Horror|Thriller,Color,PG-13,animal abuse(non graphic)|cat killer|college|dead cat|death of cat,Christian E. Christiansen,Leighton Meester,Danneel Ackles,Frances Fisher
See Spot Run ,USA,English,Action|Comedy|Crime|Family,Color,PG,boy|fbi|mailman|van|witness protection,John Whitesell,Leslie Bibb,Angus T. Jones,Paul Sorvino
Double Impact ,USA,English,Action|Crime,Color,R,boat|hong kong|murder|tunnel|twins,Sheldon Lettich,Bolo Yeung,Alonna Shaw,Kamel Krifa
Baby Boy ,USA,English,Crime|Drama|Romance|Thriller, Black and White,R,cartoon on tv|family relationships|physical abuse|single parent|two word title,John Singleton,Mo'Nique,Snoop Dogg,Angell Conwell
Joe Dirt ,USA,English,Adventure|Comedy|Drama,Color,PG-13,first part|grand canyon|highway travel|indian|janitor,Dennie Gordon,Brittany Daniel,Erik Per Sullivan,Fred Ward
The Women ,USA,English,Comedy|Drama,Color,PG-13,beauty salon|divorce|fashion|new york|perfume,Diane English,Jada Pinkett Smith,Debi Mazar,Debra Messing
Hot Fuzz ,UK,English,Action|Comedy|Mystery,Color,R,accident|conspiracy|police|police officer|village,Edgar Wright,Bill Bailey,Joe Cornish,Billie Whitelaw
Vicky Cristina Barcelona ,Spain,English,Drama|Romance,Color,PG-13,art|artist|painter|sex|summer,Woody Allen,Scarlett Johansson,Kevin Dunn,Christopher Evan Welch
Remember Me ,USA,English,Drama|Romance,Color,PG-13,binge drinking|new york|new york city|september 11 2001|suicide,Allen Coulter,Robert Pattinson,Lena Olin,Ruby Jerins
White Oleander ,USA,English,Drama,Color,PG-13,california|foster home|love|oleander|prison,Peter Kosminsky,Patrick Fugit,Cole Hauser,Marc Donato
Jennifer's Body ,USA,English,Comedy|Fantasy|Horror,Color,R,cannibalism|cheerleader|condom|hook for hand|satanic ritual,Karyn Kusama,J.K. Simmons,Amy Sedaris,Cynthia Stevenson
Drowning Mona ,USA,English,Comedy|Crime|Mystery,Color,PG-13,crying woman|plot|suspect|waitress|younger man older woman relationship,Nick Gomez,Will Ferrell,Jamie Lee Curtis,Tracey Walter
Radio Days ,USA,English,Comedy,Color,PG,beach|cigarette girl|radio|woman holding a baby|working class,Woody Allen,Mike Starr,Don Pardo,Julie Kavner
